"","dataset","Method","Correlation","heritability","no_QTN","x_ordered","dataset_ordered"
"1","train","mas_glm",0.712154342915391,"0.25","10","10","train"
"2","train","mas_glm",0.571673423053147,"0.25","10","10","train"
"3","train","mas_glm",0.591242612928365,"0.25","10","10","train"
"4","train","mas_glm",0.548371919661237,"0.25","10","10","train"
"5","train","mas_glm",0.523369149261717,"0.25","10","10","train"
"6","train","mas_glm",0.75147660297267,"0.25","10","10","train"
"7","train","mas_glm",0.526918151725382,"0.25","10","10","train"
"8","train","mas_glm",0.80289696269165,"0.25","10","10","train"
"9","train","mas_glm",0.282812443586203,"0.25","10","10","train"
"10","train","mas_glm",0.202760563637341,"0.25","10","10","train"
"11","train","mas_glm",0.714883138438469,"0.25","10","10","train"
"12","train","mas_glm",0.550502894692803,"0.25","10","10","train"
"13","train","mas_glm",0.484373862780008,"0.25","10","10","train"
"14","train","mas_glm",0.506962647339792,"0.25","10","10","train"
"15","train","mas_glm",0.49712347235168,"0.25","10","10","train"
"16","train","mas_glm",0.705522395945068,"0.25","10","10","train"
"17","train","mas_glm",0.531393438438102,"0.25","10","10","train"
"18","train","mas_glm",0.633472014038522,"0.25","10","10","train"
"19","train","mas_glm",0.70700649948682,"0.25","10","10","train"
"20","train","mas_glm",0.511901443572441,"0.25","10","10","train"
"21","train","mas_glm",0.620382386922213,"0.25","10","10","train"
"22","train","mas_glm",0.769592144472362,"0.25","10","10","train"
"23","train","mas_glm",0.484530188482393,"0.25","10","10","train"
"24","train","mas_glm",0.798419907079495,"0.25","10","10","train"
"25","train","mas_glm",0.390498747413585,"0.25","10","10","train"
"26","train","mas_glm",0.111793685931534,"0.25","10","10","train"
"27","train","mas_glm",0.578116614634878,"0.25","10","10","train"
"28","train","mas_glm",0.543094834439821,"0.25","10","10","train"
"29","train","mas_glm",0.42392990966772,"0.25","10","10","train"
"30","train","mas_glm",0.747276018104854,"0.25","10","10","train"
"31","test","mas_glm",0.650449480079101,"0.25","10","10","test"
"32","test","mas_glm",0.672610742047764,"0.25","10","10","test"
"33","test","mas_glm",0.714543414839364,"0.25","10","10","test"
"34","test","mas_glm",0.619508826353987,"0.25","10","10","test"
"35","test","mas_glm",0.452778029888822,"0.25","10","10","test"
"36","test","mas_glm",0.707007700596958,"0.25","10","10","test"
"37","test","mas_glm",0.528655750730775,"0.25","10","10","test"
"38","test","mas_glm",0.795168889572078,"0.25","10","10","test"
"39","test","mas_glm",0.137793233092638,"0.25","10","10","test"
"40","test","mas_glm",0.294945951169759,"0.25","10","10","test"
"41","test","mas_glm",0.767190982312933,"0.25","10","10","test"
"42","test","mas_glm",0.460221877482033,"0.25","10","10","test"
"43","test","mas_glm",0.254529950793943,"0.25","10","10","test"
"44","test","mas_glm",0.374975012922311,"0.25","10","10","test"
"45","test","mas_glm",0.496227182272075,"0.25","10","10","test"
"46","test","mas_glm",0.786706042400348,"0.25","10","10","test"
"47","test","mas_glm",0.382332375956106,"0.25","10","10","test"
"48","test","mas_glm",0.48056197105068,"0.25","10","10","test"
"49","test","mas_glm",0.689173129242459,"0.25","10","10","test"
"50","test","mas_glm",0.250692134512278,"0.25","10","10","test"
"51","test","mas_glm",0.670764668732915,"0.25","10","10","test"
"52","test","mas_glm",0.822486210287971,"0.25","10","10","test"
"53","test","mas_glm",0.387821536245584,"0.25","10","10","test"
"54","test","mas_glm",0.852364342090861,"0.25","10","10","test"
"55","test","mas_glm",0.404451317314973,"0.25","10","10","test"
"56","test","mas_glm",0.147500300030052,"0.25","10","10","test"
"57","test","mas_glm",0.387765422764627,"0.25","10","10","test"
"58","test","mas_glm",0.495535203677921,"0.25","10","10","test"
"59","test","mas_glm",0.444888493278207,"0.25","10","10","test"
"60","test","mas_glm",0.818683062494367,"0.25","10","10","test"
"61","train","mas_gblup",0.712154345608575,"0.25","10","10","train"
"62","train","mas_gblup",0.571673425512304,"0.25","10","10","train"
"63","train","mas_gblup",0.610358633049971,"0.25","10","10","train"
"64","train","mas_gblup",0.566279985814838,"0.25","10","10","train"
"65","train","mas_gblup",0.577756138870424,"0.25","10","10","train"
"66","train","mas_gblup",0.760606169474249,"0.25","10","10","train"
"67","train","mas_gblup",0.576409949897263,"0.25","10","10","train"
"68","train","mas_gblup",0.802896965281467,"0.25","10","10","train"
"69","train","mas_gblup",0.551059030806033,"0.25","10","10","train"
"70","train","mas_gblup",0.412269914996322,"0.25","10","10","train"
"71","train","mas_gblup",0.787629759270842,"0.25","10","10","train"
"72","train","mas_gblup",0.569224077400537,"0.25","10","10","train"
"73","train","mas_gblup",0.57095101858141,"0.25","10","10","train"
"74","train","mas_gblup",0.506962652461783,"0.25","10","10","train"
"75","train","mas_gblup",0.613300216526269,"0.25","10","10","train"
"76","train","mas_gblup",0.728829743058215,"0.25","10","10","train"
"77","train","mas_gblup",0.531393440159285,"0.25","10","10","train"
"78","train","mas_gblup",0.694013222851651,"0.25","10","10","train"
"79","train","mas_gblup",0.707006501940356,"0.25","10","10","train"
"80","train","mas_gblup",0.512358126066885,"0.25","10","10","train"
"81","train","mas_gblup",0.635978115107818,"0.25","10","10","train"
"82","train","mas_gblup",0.769592144902377,"0.25","10","10","train"
"83","train","mas_gblup",0.493808398056766,"0.25","10","10","train"
"84","train","mas_gblup",0.79943182146551,"0.25","10","10","train"
"85","train","mas_gblup",0.390498749492956,"0.25","10","10","train"
"86","train","mas_gblup",0.39015620440019,"0.25","10","10","train"
"87","train","mas_gblup",0.61540386537293,"0.25","10","10","train"
"88","train","mas_gblup",0.550319495323796,"0.25","10","10","train"
"89","train","mas_gblup",0.61610326479232,"0.25","10","10","train"
"90","train","mas_gblup",0.747276019887185,"0.25","10","10","train"
"91","test","mas_gblup",0.650449483326662,"0.25","10","10","test"
"92","test","mas_gblup",0.672610743611404,"0.25","10","10","test"
"93","test","mas_gblup",0.72408902515755,"0.25","10","10","test"
"94","test","mas_gblup",0.628719313386643,"0.25","10","10","test"
"95","test","mas_gblup",0.490215311449509,"0.25","10","10","test"
"96","test","mas_gblup",0.703643130495576,"0.25","10","10","test"
"97","test","mas_gblup",0.518230534125674,"0.25","10","10","test"
"98","test","mas_gblup",0.795168892261592,"0.25","10","10","test"
"99","test","mas_gblup",0.448353182997975,"0.25","10","10","test"
"100","test","mas_gblup",0.428772285713563,"0.25","10","10","test"
"101","test","mas_gblup",0.819150189540526,"0.25","10","10","test"
"102","test","mas_gblup",0.483615744767173,"0.25","10","10","test"
"103","test","mas_gblup",0.278955463060877,"0.25","10","10","test"
"104","test","mas_gblup",0.374975016600901,"0.25","10","10","test"
"105","test","mas_gblup",0.596123915966267,"0.25","10","10","test"
"106","test","mas_gblup",0.765374790117045,"0.25","10","10","test"
"107","test","mas_gblup",0.382332376544701,"0.25","10","10","test"
"108","test","mas_gblup",0.575306718239517,"0.25","10","10","test"
"109","test","mas_gblup",0.689173131784159,"0.25","10","10","test"
"110","test","mas_gblup",0.250900056072889,"0.25","10","10","test"
"111","test","mas_gblup",0.670652224905591,"0.25","10","10","test"
"112","test","mas_gblup",0.822486210482245,"0.25","10","10","test"
"113","test","mas_gblup",0.375108089529333,"0.25","10","10","test"
"114","test","mas_gblup",0.853236056549159,"0.25","10","10","test"
"115","test","mas_gblup",0.404451318719738,"0.25","10","10","test"
"116","test","mas_gblup",0.369486468293326,"0.25","10","10","test"
"117","test","mas_gblup",0.432662066369383,"0.25","10","10","test"
"118","test","mas_gblup",0.496671569330604,"0.25","10","10","test"
"119","test","mas_gblup",0.669325401374425,"0.25","10","10","test"
"120","test","mas_gblup",0.818683063852473,"0.25","10","10","test"
"121","train","gs",0.387120868911641,"0.25","10","10","train"
"122","train","gs",0.0961470231696949,"0.25","10","10","train"
"123","train","gs",0.307673500335641,"0.25","10","10","train"
"124","train","gs",0.188247116925615,"0.25","10","10","train"
"125","train","gs",0.320312263633262,"0.25","10","10","train"
"126","train","gs",0.294749685008656,"0.25","10","10","train"
"127","train","gs",0.360355838692168,"0.25","10","10","train"
"128","train","gs",0.407817744227395,"0.25","10","10","train"
"129","train","gs",0.280993112276511,"0.25","10","10","train"
"130","train","gs",0.209537502367662,"0.25","10","10","train"
"131","train","gs",0.345094878882866,"0.25","10","10","train"
"132","train","gs",0.0913282483179329,"0.25","10","10","train"
"133","train","gs",0.242554285502079,"0.25","10","10","train"
"134","train","gs",0.331087642818416,"0.25","10","10","train"
"135","train","gs",0.506454353043594,"0.25","10","10","train"
"136","train","gs",0.220174359531998,"0.25","10","10","train"
"137","train","gs",0.435416104352841,"0.25","10","10","train"
"138","train","gs",0.162046671040285,"0.25","10","10","train"
"139","train","gs",0.294090788778203,"0.25","10","10","train"
"140","train","gs",0.347056385503549,"0.25","10","10","train"
"141","train","gs",0.35645989850862,"0.25","10","10","train"
"142","train","gs",0.182439625795934,"0.25","10","10","train"
"143","train","gs",0.214582591045352,"0.25","10","10","train"
"144","train","gs",0.290843916624089,"0.25","10","10","train"
"145","train","gs",0.0950532522509105,"0.25","10","10","train"
"146","train","gs",0.279387531197178,"0.25","10","10","train"
"147","train","gs",0.453372491994551,"0.25","10","10","train"
"148","train","gs",0.0908897662337641,"0.25","10","10","train"
"149","train","gs",0.39572445034496,"0.25","10","10","train"
"150","train","gs",0.283342234395227,"0.25","10","10","train"
"151","test","gs",0.374421525694463,"0.25","10","10","test"
"152","test","gs",0.0070003757023441,"0.25","10","10","test"
"153","test","gs",0.158102640834743,"0.25","10","10","test"
"154","test","gs",0.131080391969953,"0.25","10","10","test"
"155","test","gs",0.181802465354296,"0.25","10","10","test"
"156","test","gs",0.131844654282015,"0.25","10","10","test"
"157","test","gs",0.0765710201182467,"0.25","10","10","test"
"158","test","gs",0.346599613353739,"0.25","10","10","test"
"159","test","gs",0.281801601339166,"0.25","10","10","test"
"160","test","gs",0.181460972501102,"0.25","10","10","test"
"161","test","gs",0.3751063881939,"0.25","10","10","test"
"162","test","gs",0.132606797995008,"0.25","10","10","test"
"163","test","gs",0.137585866055221,"0.25","10","10","test"
"164","test","gs",0.179553640770073,"0.25","10","10","test"
"165","test","gs",0.446115934863806,"0.25","10","10","test"
"166","test","gs",0.153160530473086,"0.25","10","10","test"
"167","test","gs",0.271762109726691,"0.25","10","10","test"
"168","test","gs",0.113756502634758,"0.25","10","10","test"
"169","test","gs",0.276520783330598,"0.25","10","10","test"
"170","test","gs",0.0725794828404532,"0.25","10","10","test"
"171","test","gs",0.346506063647928,"0.25","10","10","test"
"172","test","gs",0.187555403106204,"0.25","10","10","test"
"173","test","gs",0.190083892347087,"0.25","10","10","test"
"174","test","gs",0.256502492221212,"0.25","10","10","test"
"175","test","gs",0.0869873079555899,"0.25","10","10","test"
"176","test","gs",0.21354589871186,"0.25","10","10","test"
"177","test","gs",0.353611801119974,"0.25","10","10","test"
"178","test","gs",0.0242190621171391,"0.25","10","10","test"
"179","test","gs",0.406726076890186,"0.25","10","10","test"
"180","test","gs",0.27872410511291,"0.25","10","10","test"
"181","train","svm",0.438943030678061,"0.25","10","10","train"
"182","train","svm",0.31445851922398,"0.25","10","10","train"
"183","train","svm",0.436231293373531,"0.25","10","10","train"
"184","train","svm",0.476578746029341,"0.25","10","10","train"
"185","train","svm",0.462698913537376,"0.25","10","10","train"
"186","train","svm",0.400601649585991,"0.25","10","10","train"
"187","train","svm",0.408157198849209,"0.25","10","10","train"
"188","train","svm",0.395980038482405,"0.25","10","10","train"
"189","train","svm",0.298551874806093,"0.25","10","10","train"
"190","train","svm",0.535091228191433,"0.25","10","10","train"
"191","train","svm",0.379059136508305,"0.25","10","10","train"
"192","train","svm",0.402462407966655,"0.25","10","10","train"
"193","train","svm",0.54903342031473,"0.25","10","10","train"
"194","train","svm",0.420036332574819,"0.25","10","10","train"
"195","train","svm",0.466116456238336,"0.25","10","10","train"
"196","train","svm",0.359921388510989,"0.25","10","10","train"
"197","train","svm",0.491894687343861,"0.25","10","10","train"
"198","train","svm",0.357605451713596,"0.25","10","10","train"
"199","train","svm",0.457970421550849,"0.25","10","10","train"
"200","train","svm",0.430173665179878,"0.25","10","10","train"
"201","train","svm",0.438478833108713,"0.25","10","10","train"
"202","train","svm",0.306956245517295,"0.25","10","10","train"
"203","train","svm",0.508636520004713,"0.25","10","10","train"
"204","train","svm",0.438736870540903,"0.25","10","10","train"
"205","train","svm",0.368506704073098,"0.25","10","10","train"
"206","train","svm",0.440778090288248,"0.25","10","10","train"
"207","train","svm",0.532859836994381,"0.25","10","10","train"
"208","train","svm",0.364278297153674,"0.25","10","10","train"
"209","train","svm",0.457199126783024,"0.25","10","10","train"
"210","train","svm",0.408381298258918,"0.25","10","10","train"
"211","test","svm",0.120207155588892,"0.25","10","10","test"
"212","test","svm",0.156743295422652,"0.25","10","10","test"
"213","test","svm",0.19389498711904,"0.25","10","10","test"
"214","test","svm",0.102285138148337,"0.25","10","10","test"
"215","test","svm",0.0802737929837257,"0.25","10","10","test"
"216","test","svm",0.123480645199356,"0.25","10","10","test"
"217","test","svm",0.0114314577542271,"0.25","10","10","test"
"218","test","svm",0.118863239071568,"0.25","10","10","test"
"219","test","svm",0.0292449385597097,"0.25","10","10","test"
"220","test","svm",0.0736169297656748,"0.25","10","10","test"
"221","test","svm",0.0759860237750768,"0.25","10","10","test"
"222","test","svm",0.136288542167493,"0.25","10","10","test"
"223","test","svm",0.22465208708171,"0.25","10","10","test"
"224","test","svm",0.0418560693140021,"0.25","10","10","test"
"225","test","svm",0.0604493921599233,"0.25","10","10","test"
"226","test","svm",0.135218557820442,"0.25","10","10","test"
"227","test","svm",0.0557424621186575,"0.25","10","10","test"
"228","test","svm",0.0424619263182488,"0.25","10","10","test"
"229","test","svm",0.150595698189128,"0.25","10","10","test"
"230","test","svm",0.0227705743999081,"0.25","10","10","test"
"231","test","svm",0.0394864222751071,"0.25","10","10","test"
"232","test","svm",0.204536843288854,"0.25","10","10","test"
"233","test","svm",0.0254355863209416,"0.25","10","10","test"
"234","test","svm",0.174984974402205,"0.25","10","10","test"
"235","test","svm",0.0520480563716966,"0.25","10","10","test"
"236","test","svm",0.114853930687549,"0.25","10","10","test"
"237","test","svm",0.157660606975173,"0.25","10","10","test"
"238","test","svm",0.114914614508664,"0.25","10","10","test"
"239","test","svm",0.127895336652672,"0.25","10","10","test"
"240","test","svm",0.12445454457404,"0.25","10","10","test"
"241","train","mas_glm",0.396432208702213,"0.25","25","25","train"
"242","train","mas_glm",0.213731808098861,"0.25","25","25","train"
"243","train","mas_glm",0.0873764920881835,"0.25","25","25","train"
"244","train","mas_glm",0.349244317594284,"0.25","25","25","train"
"245","train","mas_glm",0.220420292299494,"0.25","25","25","train"
"246","train","mas_glm",0.488480608679765,"0.25","25","25","train"
"247","train","mas_glm",0.187016318158762,"0.25","25","25","train"
"248","train","mas_glm",0.123229604846921,"0.25","25","25","train"
"249","train","mas_glm",0.433605439899861,"0.25","25","25","train"
"250","train","mas_glm",0.379384106879675,"0.25","25","25","train"
"251","train","mas_glm",0.584370374260437,"0.25","25","25","train"
"252","train","mas_glm",0.450837898018349,"0.25","25","25","train"
"253","train","mas_glm",0.00358730152943512,"0.25","25","25","train"
"254","train","mas_glm",0.105744323905294,"0.25","25","25","train"
"255","train","mas_glm",0.379654110450729,"0.25","25","25","train"
"256","train","mas_glm",0.562896762013335,"0.25","25","25","train"
"257","train","mas_glm",0.369021936539288,"0.25","25","25","train"
"258","train","mas_glm",0.574284233694964,"0.25","25","25","train"
"259","train","mas_glm",0.178189402186123,"0.25","25","25","train"
"260","train","mas_glm",0.402470467540925,"0.25","25","25","train"
"261","train","mas_glm",0.480129835572025,"0.25","25","25","train"
"262","train","mas_glm",0.513075053567842,"0.25","25","25","train"
"263","train","mas_glm",0.451160654307036,"0.25","25","25","train"
"264","train","mas_glm",0.509901604492223,"0.25","25","25","train"
"265","train","mas_glm",0.508369973556916,"0.25","25","25","train"
"266","train","mas_glm",0.431255922987717,"0.25","25","25","train"
"267","train","mas_glm",0.380997376666279,"0.25","25","25","train"
"268","train","mas_glm",0.157051808038267,"0.25","25","25","train"
"269","train","mas_glm",0.0478815308190669,"0.25","25","25","train"
"270","train","mas_glm",0.0373727848141703,"0.25","25","25","train"
"271","test","mas_glm",0.437190525412327,"0.25","25","25","test"
"272","test","mas_glm",0.159309870012099,"0.25","25","25","test"
"273","test","mas_glm",0.176945551740239,"0.25","25","25","test"
"274","test","mas_glm",0.319733346295889,"0.25","25","25","test"
"275","test","mas_glm",0.139349028010953,"0.25","25","25","test"
"276","test","mas_glm",0.513489499367404,"0.25","25","25","test"
"277","test","mas_glm",0.109562231725628,"0.25","25","25","test"
"278","test","mas_glm",0.0432099716753577,"0.25","25","25","test"
"279","test","mas_glm",0.444673428770706,"0.25","25","25","test"
"280","test","mas_glm",0.279844588196776,"0.25","25","25","test"
"281","test","mas_glm",0.604803515455909,"0.25","25","25","test"
"282","test","mas_glm",0.261584953216249,"0.25","25","25","test"
"283","test","mas_glm",0.00329132976037746,"0.25","25","25","test"
"284","test","mas_glm",0.128481343844786,"0.25","25","25","test"
"285","test","mas_glm",0.403714884049427,"0.25","25","25","test"
"286","test","mas_glm",0.548779117960049,"0.25","25","25","test"
"287","test","mas_glm",0.368530671209311,"0.25","25","25","test"
"288","test","mas_glm",0.367006911510807,"0.25","25","25","test"
"289","test","mas_glm",0.218973663289219,"0.25","25","25","test"
"290","test","mas_glm",0.461552456125915,"0.25","25","25","test"
"291","test","mas_glm",0.528801845263275,"0.25","25","25","test"
"292","test","mas_glm",0.489326034601797,"0.25","25","25","test"
"293","test","mas_glm",0.4279551578496,"0.25","25","25","test"
"294","test","mas_glm",0.483067510473234,"0.25","25","25","test"
"295","test","mas_glm",0.612043890579614,"0.25","25","25","test"
"296","test","mas_glm",0.27958336279785,"0.25","25","25","test"
"297","test","mas_glm",0.35053419682279,"0.25","25","25","test"
"298","test","mas_glm",0.0808586148605221,"0.25","25","25","test"
"299","test","mas_glm",0.00108847090435869,"0.25","25","25","test"
"300","test","mas_glm",0.0231317789190542,"0.25","25","25","test"
"301","train","mas_gblup",0.543325761473444,"0.25","25","25","train"
"302","train","mas_gblup",0.447078370904074,"0.25","25","25","train"
"303","train","mas_gblup",0.455709443382069,"0.25","25","25","train"
"304","train","mas_gblup",0.422934248080431,"0.25","25","25","train"
"305","train","mas_gblup",0.471143253284611,"0.25","25","25","train"
"306","train","mas_gblup",0.554546116983851,"0.25","25","25","train"
"307","train","mas_gblup",0.421969136386677,"0.25","25","25","train"
"308","train","mas_gblup",0.417340259169475,"0.25","25","25","train"
"309","train","mas_gblup",0.461576689148418,"0.25","25","25","train"
"310","train","mas_gblup",0.505654557828706,"0.25","25","25","train"
"311","train","mas_gblup",0.713334532876836,"0.25","25","25","train"
"312","train","mas_gblup",0.4508379006253,"0.25","25","25","train"
"313","train","mas_gblup",0.281244277008276,"0.25","25","25","train"
"314","train","mas_gblup",0.386190241022576,"0.25","25","25","train"
"315","train","mas_gblup",0.555375063305834,"0.25","25","25","train"
"316","train","mas_gblup",0.618267211557736,"0.25","25","25","train"
"317","train","mas_gblup",0.51969225091121,"0.25","25","25","train"
"318","train","mas_gblup",0.603059723143492,"0.25","25","25","train"
"319","train","mas_gblup",0.301543421033607,"0.25","25","25","train"
"320","train","mas_gblup",0.578931023827449,"0.25","25","25","train"
"321","train","mas_gblup",0.613554722830459,"0.25","25","25","train"
"322","train","mas_gblup",0.590174713175689,"0.25","25","25","train"
"323","train","mas_gblup",0.510242786590875,"0.25","25","25","train"
"324","train","mas_gblup",0.610876389009138,"0.25","25","25","train"
"325","train","mas_gblup",0.61571186413507,"0.25","25","25","train"
"326","train","mas_gblup",0.473273501375483,"0.25","25","25","train"
"327","train","mas_gblup",0.435648661306157,"0.25","25","25","train"
"328","train","mas_gblup",0.561200022325555,"0.25","25","25","train"
"329","train","mas_gblup",0.265904826414799,"0.25","25","25","train"
"330","train","mas_gblup",0.17826915190592,"0.25","25","25","train"
"331","test","mas_gblup",0.596480691748457,"0.25","25","25","test"
"332","test","mas_gblup",0.424855015296362,"0.25","25","25","test"
"333","test","mas_gblup",0.396575006385289,"0.25","25","25","test"
"334","test","mas_gblup",0.383554650205346,"0.25","25","25","test"
"335","test","mas_gblup",0.259657722101544,"0.25","25","25","test"
"336","test","mas_gblup",0.552885976608067,"0.25","25","25","test"
"337","test","mas_gblup",0.359408687536091,"0.25","25","25","test"
"338","test","mas_gblup",0.130053409186875,"0.25","25","25","test"
"339","test","mas_gblup",0.459506322895899,"0.25","25","25","test"
"340","test","mas_gblup",0.322345251959024,"0.25","25","25","test"
"341","test","mas_gblup",0.825265217661067,"0.25","25","25","test"
"342","test","mas_gblup",0.261584955153835,"0.25","25","25","test"
"343","test","mas_gblup",0.231797761314306,"0.25","25","25","test"
"344","test","mas_gblup",0.198402245861592,"0.25","25","25","test"
"345","test","mas_gblup",0.476695971994399,"0.25","25","25","test"
"346","test","mas_gblup",0.579608264577361,"0.25","25","25","test"
"347","test","mas_gblup",0.478320653279371,"0.25","25","25","test"
"348","test","mas_gblup",0.427108201539442,"0.25","25","25","test"
"349","test","mas_gblup",0.235758354925158,"0.25","25","25","test"
"350","test","mas_gblup",0.486293509199821,"0.25","25","25","test"
"351","test","mas_gblup",0.579202729760522,"0.25","25","25","test"
"352","test","mas_gblup",0.591186602304293,"0.25","25","25","test"
"353","test","mas_gblup",0.442240826551431,"0.25","25","25","test"
"354","test","mas_gblup",0.553001774742026,"0.25","25","25","test"
"355","test","mas_gblup",0.576869892294532,"0.25","25","25","test"
"356","test","mas_gblup",0.287959282263904,"0.25","25","25","test"
"357","test","mas_gblup",0.369874832278399,"0.25","25","25","test"
"358","test","mas_gblup",0.414944713546217,"0.25","25","25","test"
"359","test","mas_gblup",0.031629704296412,"0.25","25","25","test"
"360","test","mas_gblup",0.103468011280676,"0.25","25","25","test"
"361","train","gs",0.168843389042647,"0.25","25","25","train"
"362","train","gs",0.251270280839159,"0.25","25","25","train"
"363","train","gs",0.367747362822875,"0.25","25","25","train"
"364","train","gs",0.383843960595959,"0.25","25","25","train"
"365","train","gs",0.28861532499681,"0.25","25","25","train"
"366","train","gs",0.23672121373848,"0.25","25","25","train"
"367","train","gs",0.272121603780789,"0.25","25","25","train"
"368","train","gs",0.318880485257519,"0.25","25","25","train"
"369","train","gs",0.296881472094767,"0.25","25","25","train"
"370","train","gs",0.26779512476377,"0.25","25","25","train"
"371","train","gs",0.275093213571449,"0.25","25","25","train"
"372","train","gs",0.447407026355089,"0.25","25","25","train"
"373","train","gs",0.287120935513049,"0.25","25","25","train"
"374","train","gs",0.320098548207813,"0.25","25","25","train"
"375","train","gs",0.455200469095158,"0.25","25","25","train"
"376","train","gs",0.286737574190808,"0.25","25","25","train"
"377","train","gs",0.284742540163712,"0.25","25","25","train"
"378","train","gs",0.417186023133149,"0.25","25","25","train"
"379","train","gs",0.154483258129656,"0.25","25","25","train"
"380","train","gs",0.187409589698084,"0.25","25","25","train"
"381","train","gs",0.350888141284998,"0.25","25","25","train"
"382","train","gs",0.0643342579036522,"0.25","25","25","train"
"383","train","gs",0.0890991241421321,"0.25","25","25","train"
"384","train","gs",0.231254473555056,"0.25","25","25","train"
"385","train","gs",0.123875285348732,"0.25","25","25","train"
"386","train","gs",0.217112221440146,"0.25","25","25","train"
"387","train","gs",0.119162235583813,"0.25","25","25","train"
"388","train","gs",0.415000311119399,"0.25","25","25","train"
"389","train","gs",0.285464734050178,"0.25","25","25","train"
"390","train","gs",0.242682274776852,"0.25","25","25","train"
"391","test","gs",0.197572683078813,"0.25","25","25","test"
"392","test","gs",0.194091524845037,"0.25","25","25","test"
"393","test","gs",0.247184323040987,"0.25","25","25","test"
"394","test","gs",0.388000477902509,"0.25","25","25","test"
"395","test","gs",0.131847205280414,"0.25","25","25","test"
"396","test","gs",0.207476085528563,"0.25","25","25","test"
"397","test","gs",0.271614535688238,"0.25","25","25","test"
"398","test","gs",0.0960509715518593,"0.25","25","25","test"
"399","test","gs",0.130074585332052,"0.25","25","25","test"
"400","test","gs",0.132960045484979,"0.25","25","25","test"
"401","test","gs",0.323707600675095,"0.25","25","25","test"
"402","test","gs",0.199381538551325,"0.25","25","25","test"
"403","test","gs",0.233653678257676,"0.25","25","25","test"
"404","test","gs",0.0766653148311368,"0.25","25","25","test"
"405","test","gs",0.316831391685415,"0.25","25","25","test"
"406","test","gs",0.26109473818071,"0.25","25","25","test"
"407","test","gs",0.293128659631867,"0.25","25","25","test"
"408","test","gs",0.504063264498805,"0.25","25","25","test"
"409","test","gs",0.0769949388909772,"0.25","25","25","test"
"410","test","gs",0.0253168052706376,"0.25","25","25","test"
"411","test","gs",0.225203466237028,"0.25","25","25","test"
"412","test","gs",0.150771916652678,"0.25","25","25","test"
"413","test","gs",0.0175311539823171,"0.25","25","25","test"
"414","test","gs",0.169303185769389,"0.25","25","25","test"
"415","test","gs",0.000219407860705274,"0.25","25","25","test"
"416","test","gs",0.0360903834982999,"0.25","25","25","test"
"417","test","gs",0.0118502830279535,"0.25","25","25","test"
"418","test","gs",0.366202878847122,"0.25","25","25","test"
"419","test","gs",0.0621743541598449,"0.25","25","25","test"
"420","test","gs",0.189042687603841,"0.25","25","25","test"
"421","train","svm",0.364860781264768,"0.25","25","25","train"
"422","train","svm",0.350117043597728,"0.25","25","25","train"
"423","train","svm",0.342422987474022,"0.25","25","25","train"
"424","train","svm",0.474926783155779,"0.25","25","25","train"
"425","train","svm",0.347054041226539,"0.25","25","25","train"
"426","train","svm",0.269614422644999,"0.25","25","25","train"
"427","train","svm",0.26884963789305,"0.25","25","25","train"
"428","train","svm",0.299076810609437,"0.25","25","25","train"
"429","train","svm",0.315126307164231,"0.25","25","25","train"
"430","train","svm",0.295964941488667,"0.25","25","25","train"
"431","train","svm",0.30555438712539,"0.25","25","25","train"
"432","train","svm",0.429003210225608,"0.25","25","25","train"
"433","train","svm",0.32575196887245,"0.25","25","25","train"
"434","train","svm",0.354764212070207,"0.25","25","25","train"
"435","train","svm",0.388001385046084,"0.25","25","25","train"
"436","train","svm",0.391042402421402,"0.25","25","25","train"
"437","train","svm",0.386846351007136,"0.25","25","25","train"
"438","train","svm",0.407948515963783,"0.25","25","25","train"
"439","train","svm",0.290007553228612,"0.25","25","25","train"
"440","train","svm",0.282442865866329,"0.25","25","25","train"
"441","train","svm",0.339666614128881,"0.25","25","25","train"
"442","train","svm",0.319449542252812,"0.25","25","25","train"
"443","train","svm",0.28358530132108,"0.25","25","25","train"
"444","train","svm",0.355927527625695,"0.25","25","25","train"
"445","train","svm",0.328192048086114,"0.25","25","25","train"
"446","train","svm",0.347221343621006,"0.25","25","25","train"
"447","train","svm",0.301462790181913,"0.25","25","25","train"
"448","train","svm",0.287863217299876,"0.25","25","25","train"
"449","train","svm",0.314498279801754,"0.25","25","25","train"
"450","train","svm",0.375578734457381,"0.25","25","25","train"
"451","test","svm",0.142640356404442,"0.25","25","25","test"
"452","test","svm",0.0728207071124102,"0.25","25","25","test"
"453","test","svm",0.0908712974918094,"0.25","25","25","test"
"454","test","svm",0.320240123450206,"0.25","25","25","test"
"455","test","svm",0.151595628959703,"0.25","25","25","test"
"456","test","svm",0.00993035848766778,"0.25","25","25","test"
"457","test","svm",0.0411941603955856,"0.25","25","25","test"
"458","test","svm",0.0539049813239653,"0.25","25","25","test"
"459","test","svm",0.170765766859461,"0.25","25","25","test"
"460","test","svm",0.0328130205959188,"0.25","25","25","test"
"461","test","svm",0.0999156639273297,"0.25","25","25","test"
"462","test","svm",0.0173089857534805,"0.25","25","25","test"
"463","test","svm",0.0633296681333041,"0.25","25","25","test"
"464","test","svm",0.0266181781129995,"0.25","25","25","test"
"465","test","svm",0.0544518154697967,"0.25","25","25","test"
"466","test","svm",0.0726673542912347,"0.25","25","25","test"
